name,operator,output,source,method,wikidata_id,latitude,longitude
"GoldLight Solar Project","GoldLight LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"GoodLight Solar Project","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"GoodLight Solar Project","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"Hamilton (Port Hope 4) Solar Facility","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"Hamilton (Port Hope 4) Solar Facility","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"Highfield Solar Facility","Saturn Power","10.00 MW","solar","photovoltaic",,50,-100
"Highlight Solar Project","CSI GP Val Caron Ltd. (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Illumination","Illumination LP (Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Kingston Gardiner TS Odessa Solar Project","Axio Power and SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Kingston Gardiner TS Unity Road Solar Project","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Lily Lake","Peterborough Utilities Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Lindsay Solar Farm","Perpetual Energy Systems, LLC","10.00 MW","solar","photovoltaic",,50,-100
"Little Creek Solar Project","Canadian Solar","10.00 MW","solar","photovoltaic",,50,-100
"Longueuil TS Malbouef",,"10.00 MW","solar","photovoltaic",,50,-100
"LunarLight Solar Farm","Renewable Energy Trust Capital Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Marsh Hill Solar Farm","2327461 Ontario Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Matabitchuan Generating Station","Ontario Power Generation","10.00 MW","hydro","water-storage",,50,-100
"Mattawiskwia Solar Project","Ontario Solar PV Fields","10.00 MW","solar","photovoltaic",,50,-100
"Mattawiskwia Solar Project","Ontario Solar PV Fields","10.00 MW","solar","photovoltaic",,50,-100
"Mayo B Hydro Plant","Yukon Energy","10.00 MW","hydro","run-of-the-river",,50,-100
"McCann Solar Project","Northland Power Inc.","10.00 MW","solar","photovoltaic",,50,-100
"Mighty Solar Project","Concord Green Energy","10.00 MW","solar","photovoltaic",,50,-100
"Millbrook/Truro Heights Community Wind","Millbrook First Nation wi Wind Canada","10.00 MW","wind","wind_turbine",,50,-100
"Mississippi Mills Solar Park","Canadian Solar","10.00 MW","solar",,,50,-100
"Morley Solar Farm","Rainy River First Nations","10.00 MW","solar","photovoltaic",,50,-100
"Newboro 1","SunEdison","10.00 MW","solar",,,50,-100
"Newsboro 4","SunEdison","10.00 MW","solar",,,50,-100
"Norfolk-Bloomsburg TS Solar Project","2225050 Ontario Inc. (c/o Axio Power)","10.00 MW","solar",,,50,-100
"North Burgess Generating Station","Northland Power","10.00 MW","solar","photovoltaic",,50,-100
"Northland Power Long Lakes Solar Project","Northland Power Solar Long Lakes Inc. operating as Northland Power Solar Long Lake L.P.","10.00 MW","solar","photovoltaic",,50,-100
"Okikendawt Hydroelectric Project","Dokis First Nation","10.00 MW","hydro","run-of-the-river",,50,-100
"Orillia 2","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Penn Energy - Van Dorp Solar Projects","Port Hope Solar Farm Partnership","10.00 MW","solar","photovoltaic",,50,-100
"RayLight Solar Park","RayLight LP (aka Canadian Solar)","10.00 MW","solar","photovoltaic",,50,-100
"Rideau Lakes Generating Station","Northland Power","10.00 MW","solar",,,50,-100
"Sandhurst Shores Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"Silvercreek Solar Park","Silvercreek Solar Park","10.00 MW","solar","photovoltaic",,50,-100
"Simcoe Solar Energy Centre 1","TerraForm Power","10.00 MW","solar","photovoltaic",,50,-100
"Simcoe Solar Energy Centre 3","TerraForm Power","10.00 MW","solar","photovoltaic",,50,-100
"Smiths Falls 4 Solar Facility","Recurrent Energy","10.00 MW","solar","photovoltaic",,50,-100
"Snare Forks Hydroelectric Power Station","Northwest Territories Power Corporation","10.00 MW","hydro","run-of-the-river",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Solar Spirit 4 Solar Farm","2224375 Ontario Inc. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"South Glengarry Solar Project","Penn Energy","10.00 MW","solar","photovoltaic",,50,-100
"SparkleLight Solar Farm","BluEarth Renewables","10.00 MW","solar","photovoltaic",,50,-100
"SunE Rutley Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"SunE Rutley Solar Farm","SunEdison","10.00 MW","solar","photovoltaic",,50,-100
"SunEdison Bruining 1 Solar Project","SunE South Stormont GP Corp. (SunEdison)","10.00 MW","solar","photovoltaic",,50,-100
"Sunderland Solar Farm","2327049 Ontario Inc. Solray","10.00 MW","solar","photovoltaic",,50,-100
"Sunny Shores Solar Project (Glen Manor)","Spark Solar","10.00 MW","solar","photovoltaic",,50,-100
"Sunny Shores Solar Project (Glen Manor)","Spark Solar","10.00 MW","solar","photovoltaic",,50,-100
"WEICan R&D Park Wind Farm","Wind Energy Institute of Canada","10.00 MW","wind","wind_turbine",,50,-100
"Wainright Solar Park","Ontario Solar PV Fields 1LP","10.00 MW","solar","photovoltaic",,50,-100
"Welland Ridge Road Solar Project","SunE Welland Ridge GP Corp. operating as SunE Welland Ridge LP","10.00 MW","solar","photovoltaic",,50,-100
"Welland Ridge Road Solar Project","SunE Welland Ridge GP Corp. operating as SunE Welland Ridge LP","10.00 MW","solar","photovoltaic",,50,-100
"WindCharger Battery Storage","TransAlta","10.00 MW","battery",,,50,-100
"York University Power Station",,"10.00 MW","gas","combustion",,50,-100
"Zephyr (Watford)","Zephyr Corporation","10.00 MW","wind","wind_turbine",,50,-100
"Clear Creek Wind Farm",,"9.90 MW","wind","wind_turbine",,50,-100
"Mohawk Point Wind Farm",,"9.90 MW","wind","wind_turbine",,50,-100
"13th Side Road Solar Power Plant","Skypower","9.50 MW","solar","photovoltaic",,50,-100
"13th Side Road Solar Power Plant","Skypower","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"Ingersoll 1","Recurrent Energy","9.50 MW","solar","photovoltaic",,50,-100
"[unnamed]",,"9.30 MW","hydro","run-of-the-river",,50,-100
"Aulds Mountain Wind Farm","Natural Forces","9.20 MW","wind","wind_turbine",,50,-100
"Diavik Wind Farm","Diavik Diamond Mine Inc.","9.20 MW","wind",,,50,-100
"First Light 1","SunEdison / Sky Power","9.10 MW","solar","photovoltaic",,50,-100
"Ryerse","SkyPower","9.10 MW","solar",,,50,-100
"Aria Solar","Canadian Solar","9.00 MW","solar","photovoltaic",,50,-100
"Brockville 2 Solar Facility","Axium Infinity Solar","9.00 MW","solar","photovoltaic",,50,-100
"Norway Wind Park Wind Farm","Engie","9.00 MW","wind","wind_turbine",,50,-100
"Sisson Generating Station","NB Power","9.00 MW","hydro","run-of-the-river",,50,-100
"Centrale Franquelin","Société d'énergie rivière Franquelin","8.80 MW","hydro","water-storage",,50,-100
"Centrale hydroélectrique de Portneuf 3","Innergex","8.65 MW","hydro","run-of-the-river",,50,-100
"Faro Diesel Facility","Yukon Energy","8.50 MW","diesel","combustion",,50,-100
"Snare Rapids Hydro Plant","Northwest Territories Power Corporation","8.50 MW","hydro","run-of-the-river",,50,-100
"Thunder Bay Airport Solar Farm","SkyPower","8.50 MW","solar","photovoltaic",,50,-100
"Horsechops Plant","Newfoundland Power","8.13 MW","hydro","water-storage",,50,-100
"L'Anse au Loup","Newfoundland and Labrador Hydro","8.05 MW","diesel","combustion",,50,-100
"Alouette Lake Generating Station","BC Hydro","8.00 MW","hydro","water-storage",,50,-100
"Big Eddy Generating Station","Ontario Power Generation","8.00 MW","hydro","run-of-the-river",,50,-100
"Central Utilities Building","Brock University","8.00 MW","gas","combustion",,50,-100
"Centrale solaire Gabrielle-Bodis","Hydro-Québec","8.00 MW","solar","photovoltaic",,50,-100
"Crystal Falls Generating Station",,"8.00 MW","hydro",,,50,-100
"Glen Mills Generating Station","Innergex","8.00 MW","hydro","run-of-the-river",,50,-100
"Inuvik Power Plant","Northwest Territories Power Corporation","8.00 MW","gas","combustion",,50,-100
"North Beaver Bank","Scotian Wind","8.00 MW","wind","wind_turbine",,50,-100
"Paradise River Hydroelectric Generating Station","Newfoundland and Labrador Hydro","8.00 MW","hydro","run-of-the-river",,50,-100
"Penn Energy - Brantgate Solar Project","Penn Energy Renewables Ltd.","8.00 MW","solar","photovoltaic",,50,-100
"Penn Energy - Ridgefield Solar Project","Ridgefield Solar Farm Partnership","8.00 MW","solar","photovoltaic",,50,-100
"Ramore Solar Project","Ontario Solar PV Fields","8.00 MW","solar","photovoltaic",,50,-100
"Ramore Solar Project","Ontario Solar PV Fields","8.00 MW","solar","photovoltaic",,50,-100
"Sturgeon Falls Generating Station","West Nipissing Power Generation","8.00 MW","hydro","run-of-the-river",,50,-100
"Swift Rapids Generating Station","Ontario Power Generation","8.00 MW","hydro",,,50,-100
"Walter Hardman Generating Station","BC Hydro","8.00 MW","hydro","water-storage",,50,-100
"Waterloo Power Station","SaskPower","8.00 MW","hydro","water-storage",,50,-100
"Waubaushene 4","Recurrent Energy","8.00 MW","solar","photovoltaic",,50,-100
"Wesleyville Gas Turbine",,"8.00 MW","gas","combustion",,50,-100
"St. Anthony Diesel Power Station","Newfoundland and Labrador Hydro","7.70 MW","diesel","combustion",,50,-100
"Drummondville","Waste Managemrnt","7.60 MW","biogas","combustion",,50,-100
"Bluefish Hydro","Northwest Territories Power Corporation","7.50 MW","hydro",,,50,-100
"Fitzsimmons Creek Hydroelectric Project","Innergex","7.50 MW","hydro","run-of-the-river",,50,-100
"Maxim Cogeneration Powerhouse","Maxim Power Corporation","7.40 MW","gas","combustion",,50,-100
"Snare Falls","Northwest Territories Power Corporation","7.40 MW","hydro","run-of-the-river",,50,-100
"Centrale Lefrançois","Innergex inc.","7.20 MW","hydro","run-of-the-river",,50,-100
"Chebucto Terence Bay Wind Farm","Chebucto Terence Bay Wind Farm","7.20 MW","wind","wind_turbine",,50,-100
"Avon","Nova Scotia Power","7.00 MW","hydro","water-storage",,50,-100
"Burritts Rapids Solar Farm","Canadian Solar","7.00 MW","solar","photovoltaic",,50,-100
"Nictaux Falls","Nove Scotia Power","7.00 MW","hydro","water-storage",,50,-100
"Sunningdale 1 Solar Energy Project","RE Sunningdale 1 ULC","7.00 MW","solar","photovoltaic",,50,-100
"Sunningdale 1 Solar Energy Project","RE Sunningdale 1 ULC","7.00 MW","solar","photovoltaic",,50,-100
"Dawson Diesel Facility","Yukon Energy Corporation","6.50 MW","oil","combustion",,50,-100
"Heywood Generating Station.","St. Catharines Hydro Generation","6.50 MW","hydro","run-of-the-river",,50,-100
"Midhurst 4","Recurrent Energy","6.50 MW","solar","photovoltaic",,50,-100
"Orillia 3","Recurrent Energy","6.50 MW","solar","photovoltaic",,50,-100
"Orillia 3 Solar","Orillia 3 ULC","6.50 MW","solar","photovoltaic",,50,-100
"Roseplain Solar Farm","Roseplain General Partner 1 Inc. Roseplain General Partner 2 Inc. operating as Roseplain Solar Farm Partnership (Penn Energy)","6.50 MW","solar","photovoltaic",,50,-100
"Sinnott Wind Farm","TransAlta Renewables","6.50 MW","wind",,,50,-100
"Smiths Falls 3 Solar Facility","Recurrent Energy","6.50 MW","solar","photovoltaic",,50,-100
"[unnamed]","Newfoundland Power","6.50 MW","hydro","water-storage",,50,-100
"Dune-du-Nord","Intermunicipal board Gaspésie Magdalen Islands","6.40 MW","wind","wind_turbine",,50,-100
"Cape Broyle Generating Station","Newfoundland Power","6.28 MW","hydro","water-storage",,50,-100
"Paradise Hydroelectric","Nova Scotia Power","6.20 MW","hydro","water-storage",,50,-100
"Kuujjuaq Power Plant","Hydro-Québec","6.01 MW","diesel","combustion",,50,-100
"Amherst Community Wind","Natural Forces","6.00 MW","wind","wind_turbine",,50,-100
"Doran Taylor Hydro","Summit Power","6.00 MW","hydro","water-storage",,50,-100
"Elmsdale Battey Storage","Nova Scotia Power","6.00 MW","battery",,,50,-100
"Hardwood Lands Community Wind Farm","Scotian Wind","6.00 MW","wind","wind_turbine",,50,-100
"Kap Solar Project","Ontario Solar PV Fields","6.00 MW","solar","photovoltaic",,50,-100
"Mahone Bay Solar Plant","Town of Mahone Bay","6.00 MW","solar","photovoltaic",,50,-100
"Martock Ridge Wind Farm",,"6.00 MW","wind","wind_turbine",,50,-100
"Maryvale Wind","Maryvale Wind","6.00 MW","wind","wind_turbine",,50,-100
"Moresby Lake IPP",,"6.00 MW","hydro",,,50,-100
"Raglan Mine",,"6.00 MW","wind","wind_turbine",,50,-100
"Seymour Generating Station","Peterborough Utilities","6.00 MW","hydro","run-of-the-river",,50,-100
"Smiths Falls 1 Solar Facility","Recurrent Energy","6.00 MW","solar","photovoltaic",,50,-100
"Lookout Brook Hydro Plant","Newfoundland Power","5.80 MW","hydro","water-storage",,50,-100
"Sakwi Creek Hydro Project","CC&L Infrastructure;WindRiver Power Corporation","5.50 MW","hydro","run-of-the-river",,50,-100
"Centrale McDougall","R.S.P. Énergie inc.","5.40 MW","hydro","run-of-the-river",,50,-100
"Madawaska Hydro-Dam Fraser Plant","Edmundston Energy","5.30 MW","hydro","run-of-the-river",,50,-100
"Petty Harbour Generating Station","Newfoundland Power","5.30 MW","hydro","water-storage",,50,-100
"Alderville First Nation Solar Facility","Alderville First Nation","5.00 MW","solar","photovoltaic",,50,-100
"Centrale électrique",,"5.00 MW","biomass",,,50,-100
"Enbridge Tilbury","Enbridge Income Fund","5.00 MW","solar","photovoltaic",,50,-100
"Hawke's Bay",,"5.00 MW","diesel","combustion",,50,-100
"Kemptown Wind Farm","Affinity Wind LP","5.00 MW","wind","wind_turbine",,50,-100
"Laurie River Generating Station",,"5.00 MW","hydro",,,50,-100
"Laurie River Generating Station Two",,"5.00 MW","hydro",,,50,-100
"Malay Falls Hydroelectric Plant","Nova Scotia Power","5.00 MW","hydro","water-storage",,50,-100
"Mayo A Hydro Plant","Yukun Energy","5.00 MW","hydro","water-storage",,50,-100
"Mayo Generating Facility","Yukon Energy Corporation","5.00 MW","hydro",,,50,-100
"NRGreen Loreburn Heat Recovery Facility","NRGreen Power Limited Partnership","5.00 MW","gas","thermal",,50,-100
"Ruth Falls Hydro Station","Nova Scotia Power","5.00 MW","hydro","water-storage",,50,-100
"St. Croix Hydro","Minas Energy","5.00 MW","hydro","run-of-the-river",,50,-100
"Vanzwolf Solar Farm","Rainy River First Nations","5.00 MW","solar","photovoltaic",,50,-100
"Waubaushene 5","Recurrent Energy","5.00 MW","solar","photovoltaic",,50,-100
"Wellington Power Station","SaskPower","5.00 MW","hydro","water-storage",,50,-100
"Limerock Wind","Affinity Wind","4.99 MW","wind","wind_turbine",,50,-100
"Blanc-Sablon","Hydro-Québec","4.90 MW","diesel","combustion",,50,-100
"Centrale Blanc-Sablon","Hydro-Québec","4.90 MW","diesel","combustion",,50,-100
"Minicentrale Thibaudeau-Ricard","Shipiss Inc.","4.90 MW","hydro",,,50,-100
"Berwick Solar Garden","Alternative Resource Energy Authority","4.80 MW","solar","photovoltaic",,50,-100
"Centrale de Donnacona","Société Hydro Donnacona, S.E.N.C","4.80 MW","hydro","run-of-the-river",,50,-100
"Barrachois Community Wind Farm","Natural Forces Wind","4.70 MW","wind","wind_turbine",,50,-100
"Cameron Falls","Evolugen","4.70 MW","hydro","run-of-the-river",,50,-100
"Brian J. Gallagher Generating Station","Mississippi River Power Corporation","4.60 MW","hydro","run-of-the-river",,50,-100
"Fairmont Wind Project","Wind4All","4.60 MW","wind","wind_turbine",,50,-100
"Ketch Harbour Wind Power Project",,"4.60 MW","wind","wind_turbine",,50,-100
"North Power House","McGill University","4.50 MW","gas","combustion",,50,-100
"Snare Cascades Hydro Plant","Northwest Territories Power Corporation","4.30 MW","hydro","run-of-the-river",,50,-100
"London Street Generating Station","Peterborough Utilties","4.10 MW","hydro","run-of-the-river",,50,-100
"Napier Wind Farm","wpd Canada","4.10 MW","wind",,,50,-100
"Site nordique expérimental CORUS",,"4.10 MW","wind","wind_turbine",,50,-100
"Hagues Reach Generating Station","Ontario Power Generation","4.00 MW","hydro","run-of-the-river",,50,-100
"Hillside Boularderie Wind","Natural Forces","4.00 MW","wind","wind_turbine",,50,-100
"Hound Chutes","Ontario Power Generation","4.00 MW","hydro","run-of-the-river",,50,-100
"Nine Mile River Wind","Scotian Wind","4.00 MW","wind","wind_turbine",,50,-100
"Sidney","Ontario Power Generation","4.00 MW","hydro","run-of-the-river",,50,-100
"Whynotts Wind","Whynotts Wind Limited","4.00 MW","wind","wind_turbine",,50,-100
"Natuashish","Mushuau Innu First Nation","4.00 MW","diesel","combustion",,50,-100
"Stan Adamson Power House",,"3.90 MW","hydro",,,50,-100
"Nain Power Plant","Newfoundland and Labrador Hydro","3.76 MW","diesel","combustion",,50,-100
"New Chelsea","Newfoundland Power","3.70 MW","hydro","water-storage",,50,-100
"Higgins Mountain Wind","Sprott Power Corporation","3.60 MW","wind","wind_turbine",,50,-100
"Liverpool Wind Energy Storage","Watts Wind Energy","3.60 MW","wind","wind_turbine",,50,-100
"Springhill Wind","Sprott Power Corporation","3.60 MW","wind","wind_turbine",,50,-100
"Kangiqiniq Power Plant","Qulliq Energy Corporation","3.55 MW","diesel","combustion",,50,-100
"Midhurst 2","Recurrent Energy","3.50 MW","solar","photovoltaic",,50,-100
"Midhurst 3","Recurrent Energy","3.50 MW","solar","photovoltaic",,50,-100
"Midhurst 6","Recurrent Energy","3.50 MW","solar","photovoltaic",,50,-100
"Methals Power Staion","Black River Hydro","3.40 MW","hydro","water-storage",,50,-100
"Downtown District Energy Centre","Calgary District Heating Inc.","3.30 MW","gas","combustion",,50,-100
"Barrington Wind Power","Watts Wind Energy","3.20 MW","wind","wind_turbine",,50,-100
"Greenfield Wind","Affinity Wind","3.20 MW","wind","wind_turbine",,50,-100
"Porters Lake Wind Power","Watts Wind Energy","3.20 MW","wind","wind_turbine",,50,-100
"Second Falls Dam","Edmundston Energy","3.20 MW","hydro","run-of-the-river",,50,-100
"Cambridge Bay Power Plant","Qulliq Energy Corporation","3.11 MW","diesel","combustion",,50,-100
"Balsam Lake Solar Farm","Balsam Lake Green Energy","3.00 MW","solar","photovoltaic",,50,-100
"Frankford Generation Station","Ontario Power Generation","3.00 MW","hydro","run-of-the-river",,50,-100
"Lockston Plant","Newfoundland Power","3.00 MW","hydro","water-storage",,50,-100
"Mine Raglan",,"3.00 MW","wind","hydrogen storage",,50,-100
"[unnamed]","Capstone Infrastructure","3.00 MW","hydro",,,50,-100
"Hydro Quebec Puvirnituq","Hydro-Québec","2.90 MW","oil","combustion",,50,-100
"Centrale de Port-Menier","Hydro-Québec","2.80 MW","oil","combustion",,50,-100
"Centrale hydroélectrique Daniel Larocque","Électricité Algonquin Power","2.72 MW","hydro","run-of-the-river",,50,-100
"Heart's Desire","Newfoundland Power","2.70 MW","hydro","water-storage",,50,-100
"Topsail Generating Station","Newfoundland Power Inc.","2.60 MW","hydro","water-storage",,50,-100
"Charlottetown Diesel Generating Station","Newfoundland and Labrador Hydro","2.54 MW","diesel","combustion",,50,-100
"Gaetz Brook Community Wind Farm","Natural Forces","2.35 MW","wind","wind_turbine",,50,-100
"New Victoria Community Wind Power","Celtic Current","2.35 MW","wind","wind_turbine",,50,-100
"Gjoa Haven","Qulliq Energy Corporation","2.32 MW","oil","combustion",,50,-100
"Bateston Wind Farm","Celtic Current","2.30 MW","wind","wind_turbine",,50,-100
"Mulgrave Community Wind","Celtic Current","2.30 MW","wind","wind_turbine",,50,-100
"Pictou Landing Wind","Wind4All","2.30 MW","wind","wind_turbine",,50,-100
"Pond Inlet Power Plant","Qulliq Energy Corporation","2.25 MW","diesel","combustion",,50,-100
"Baker Lake Power Plant","Qulliq Energy Corporation","2.24 MW","diesel","combustion",,50,-100
"Kugluktuk Power Plant","Qulliq Energy Corporation","2.22 MW","diesel","combustion",,50,-100
"Tuktoyaktuk Power Plant","Northwest Territories Power Corporation","2.21 MW","diesel","combustion",,50,-100
"3NE Solar Farm","Three Nations Energy","2.20 MW","solar","photovoltaic",,50,-100
"Pouvoir Riverin","Algonquin Power","2.01 MW","hydro","run-of-the-river",,50,-100
"Amherst Solar Garden","Nova Scotia Power","2.00 MW","solar","photovoltaic",,50,-100
"Auburn Generating Station","Ontario Power Generation","2.00 MW","hydro","run-of-the-river",,50,-100
"Bioenergy Research & Demonstration Facility",,"2.00 MW","biomass;gas","gasification",,50,-100
"Black Pond","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"Cape Mabou","Black River Wind","2.00 MW","wind","wind_turbine",,50,-100
"Creignish Rear Wind Farm","Black River Wind","2.00 MW","wind","wind_turbine",,50,-100
"East Angus","Boralex","2.00 MW","hydro","run-of-the-river",,50,-100
"Galetta Hydro Station","TransAlta","2.00 MW","hydro","run-of-the-river",,50,-100
"Green Acres Solar Farm","Hutterite Colony","2.00 MW","solar","photovoltaic",,50,-100
"Hybridyne Solar Project","Hybridyne Power Generation Site A Inc.","2.00 MW","solar","photovoltaic",,50,-100
"Hydo Quebec Kangiqsualujjuaq","Hydo Quebec","2.00 MW","diesel","combustion",,50,-100
"Isle Madame Community Wind","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"Kaizer Meadow Wind","Municipality of the District of Chester","2.00 MW","wind","wind_turbine",,50,-100
"Lakefield Hydroelectric Generating Station",,"2.00 MW","hydro",,,50,-100
"Little River Harbour Community Wind","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"Merrickville Generating Station","Ontario Power Generation","2.00 MW","hydro","water-storage",,50,-100
"Parker Mountain Wind Farm","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"Ruby Farms","Ruby Farms","2.00 MW","solar","photovoltaic",,50,-100
"Saint Rose Community Wind","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"Tusket Hydroelectric Station","Nova Scotia Power","2.00 MW","hydro","water-storage",,50,-100
"Walton Community Wind","Scotian Wind","2.00 MW","wind","wind_turbine",,50,-100
"[unnamed]",,"2.00 MW","biomass","combustion",,50,-100
"Qulliq Energy Corporation Clyde River","Qulliq Energy Corporation","1.91 MW","diesel","combustion",,50,-100
"Kingston Mills Generating Station","Energy Ottawa","1.90 MW","hydro","water-storage",,50,-100
"Point Aconi Wind Project","Celtic Current","1.90 MW","wind","wind_turbine",,50,-100
"Sa/See Energy","Copper Niisuu LP and White River First Nation","1.90 MW","solar","photovoltaic",,50,-100
"Qulliq Energy Corp Taloyoak","Qulliq Energy Corp","1.84 MW","diesel","combustion",,50,-100
"Fort Mcpherson","Northwest Territories Power Corporation","1.83 MW","diesel","combustion",,50,-100
"Aklavik","Northwest Territories Power Corporation","1.80 MW","diesel","combustion",,50,-100
"Dickie Brook","Nova Scotia Power","1.80 MW","hydro","water-storage",,50,-100
"Kinngait Power Station","Qulliq Energy Corporation","1.80 MW","oil","combustion",,50,-100
"Qikiqtarjuaq Power Plant","Qulliq Energy Corporation","1.77 MW","diesel","combustion",,50,-100
"CPKCR Solar Farm","Canadian Pacific Kansas City Railway","1.76 MW","solar","photovoltaic",,50,-100
"Baddeck Community Wind","Scotian Wind","1.70 MW","wind","wind_turbine",,50,-100
"Antigonish Community Solar Garden","Town of Antigonish","1.65 MW","solar","photovoltaic",,50,-100
"Shediac Smart Energy Community Project","NB Power","1.63 MW","solar","photovoltaic",,50,-100
"Avondale Wind Farm","Northumberland Wind Field Inc","1.60 MW","wind","wind_turbine",,50,-100
"Digby Limited Wind Farm",,"1.60 MW","wind","wind_turbine",,50,-100
"Fitzpatrick Mountain Wind","Capstone Infrastucture","1.60 MW","wind","wind_turbine",,50,-100
"Glace Bay & Donkin Wind Farm","Cape Breton Power","1.60 MW","wind","wind_turbine",,50,-100
"Mine Raglan",,"1.60 MW","diesel","combustion",,50,-100
"Naujaat","Qulliq Energy Corporation","1.60 MW","oil","combustion",,50,-100
"Centrale Robert-A.-Boyd","Hydro-Québec","1.50 MW","solar","photovoltaic",,50,-100
"Centrale solaire Robert A. Boyd","Hydro-Québec","1.50 MW","solar","photovoltaic",,50,-100
"Watt Section","Watts Wind Energy","1.50 MW","wind","wind_turbine",,50,-100
"Cartwright","Newfoundland and Labrador Hydro","1.48 MW","diesel","combustion",,50,-100
"Sanikiluaq Power Plant","Qulliq Energy Corporation","1.43 MW","oil","combustion",,50,-100
"Fort Liard Power Station","Northwest Territories Power Corporation","1.32 MW","diesel","combustion",,50,-100
"Coral Harbour","Qulliq Energy Corporation","1.31 MW","diesel","combustion",,50,-100
