name,operator,output,source,method,wikidata_id,latitude,longitude
"Tŝilhqot’in Solar Farm","Tŝilhqot'in Nation","1.25 MW","solar","photovoltaic",,50,-100
"Cascade Street Generating Station","Bracebridge Generation","1.20 MW","hydro",,,50,-100
"Ramea Wind Diesel",,"1.20 MW","wind","wind_turbine",,50,-100
"Prise d'eau Bersimis 1","Hydro-Québec","1.18 MW","hydro","water-storage",,50,-100
"Electrical Generating Station","Northwest Territories Power Corporation","1.10 MW","diesel","combustion",,50,-100
"Hydro Quebec Power Plant Quaqtaq","Hydro-Québec","1.10 MW","diesel","combustion",,50,-100
"Qulliq Energy Corporation   Arctic Bay","Qulliq Energy Corporation","1.10 MW","diesel","combustion",,50,-100
"West Elgin Solar Farm","Intech","1.10 MW","solar","photovoltaic",,50,-100
"Arctic Bay","Qulliq Energy Corporation","1.07 MW","diesel","combustion",,50,-100
"Qulliq Energy Corporation  Whale Cove","Qulliq Energy Corporation","1.07 MW","diesel","combustion",,50,-100
"SunMine","Teck Resources Limited","1.05 MW","solar","photovoltaic",,50,-100
"Black Tickle & Domino","Newfoundland and Labrador Hydro","1.00 MW","diesel","combustion",,50,-100
"Fisher River","Fisher River Cree Nation","1.00 MW","solar","photovoltaic",,50,-100
"Hydro Quebec Ivujivik","Hydro-Québec","1.00 MW","diesel","combustion",,50,-100
"Point Aconi 2","Celtic Current","1.00 MW","wind","wind_turbine",,50,-100
"Roseway Hydro","Nova Scotia Power","1.00 MW","hydro","water-storage",,50,-100
"WEICan R&D Park","Wind Energy Institute of Canada","1.00 MW","battery",,,50,-100
"[unnamed]",,"1.00 MW","battery",,,50,-100
"Spiddle Hill Wind Farm","Colchester Cumberland Wind Field","950 kW","wind","wind_turbine",,50,-100
"Cheticamp Wind Project",,"900 kW","wind","wind_turbine",,50,-100
"Sree Vyah Solar Project","Vuntut Gwitchin First Nation","900 kW","solar","photovoltaic",,50,-100
"Tiverton Riverhurst",,"900 kW","wind","wind_turbine",,50,-100
"ᐊᐅᔪᐃᑦᑐᖅ Grise Fiord Power Plant","Qulliq Energy Corporation","900 kW","oil","combustion",,50,-100
"IKEA Halifax","IKEA","850 kW","solar","photovoltaic",,50,-100
"Paulatuk","NWT Power Corporation","820 kW","oil","combustion",,50,-100
"Marshville",,"800 kW","wind","wind_turbine",,50,-100
"Ranney Falls Generating Station 1","Ontario Power Generation","800 kW","hydro","run-of-the-river",,50,-100
"ᐊᐅᐸᓗᒃ (ᒐᕙᒪᖃᕐᕕᐅᔪᖅ) / Aupaluk (village)","Hydo Quebec","800 kW","diesel","combustion",,50,-100
"Sachs Harbour (Ikaahuk)","NWT Power Corporation","795 kW","diesel","combustion",,50,-100
"Kagawong Hydroelectric Generating Station","Oakville Hydro Energy Services","750 kW","hydro","run-of-the-river",,50,-100
"St. Brendan's","Newfoundland and Labrador Hydro","712 kW","diesel","combustion",,50,-100
"Grand Etang Wind Farm","Nova Scotia Power","660 kW","wind","wind_turbine",,50,-100
"Ramea Wind-Hydrogen Diesel",,"625 kW","wind","wind_turbine",,50,-100
"Northwest Territories Power CorporationvGamèti","Northwest Territories Power Corporation","612 kW","diesel","combustion",,50,-100
"Brewers Mills Generating Station","Hydro One","600 kW","hydro","run-of-the-river",,50,-100
"Centrale Drummond","Hydro-Sherbrooke","600 kW","hydro",,,50,-100
"Douglas Generating Station","Multistream Power Corporation","600 kW","hydro","run-of-the-river",,50,-100
"Harmony","Nova Scotia Power","600 kW","hydro","water-storage",,50,-100
"Little Brook Wind Turbine","Nova Scotia Power","600 kW","wind","wind_turbine",,50,-100
"Eskasoni Solar","Eskasoni Renewables","583 kW","solar","photovoltaic",,50,-100
"Victoria Power Station","NL Power","550 kW","hydro","run-of-the-river",,50,-100
"Tsay Keh Dene Bioenergy Plant","Tsay Keh Dene First Nation","530 kW","biomass","combustion",,50,-100
"Factorydale Hydro","Berwick Power Commission","520 kW","hydro","water-storage",,50,-100
"Port Union Plant","Newfoundland Power","511 kW","hydro","water-storage",,50,-100
"Conestoga College Solar Farm","Conestoga College","500 kW","solar","photovoltaic",,50,-100
"Fall River Hydro Plant","Nova Scotia Power","500 kW","hydro","water-storage",,50,-100
"ZooShare Biogas Facility",,"500 kW","biogas","anaerobic_digestion",,50,-100
"Emerald Energy from Waste","Emerald Energy From Waste Inc.","420 kW","waste","thermal",,50,-100
"Roddickton Hydro Plant","Newfoundland Labrador Hydro","400 kW","hydro","run-of-the-river",,50,-100
"Fall Pond Hydro Electric Station","Newfoundland Power","350 kW","hydro","water-storage",,50,-100
"Glooscap Landing Micro-Grid","Glooscap Energy","330 kW","solar","photovoltaic",,50,-100
"Taltson Emergency Standby Diesel Generator","Northwest Territories Power Corporation","300 kW","diesel","combustion",,50,-100
"Municipality of the County of Antigonish","Municipality of the County of Antigonish","297 kW","solar","photovoltaic",,50,-100
"WEICan R&D Park Auxiliary","Wind Energy Institute of Canada","275 kW","diesel","combustion",,50,-100
"Souris Harbour Authority Eastern Cold Storage Turbine","Souris Harbour Authority Eastern Cold Storage","250 kW","wind",,,50,-100
"Colville Lake","Northwest Territories Power Corporation","240 kW","diesel","combustion",,50,-100
"Ecology Action Centre","Ecology Action Centre","231 kW","solar","photovoltaic",,50,-100
"Pabineau First Nation Community Health Center","Pabineau First Nation","231 kW","solar","photovoltaic",,50,-100
"Masstown Market","Masstown Market","230 kW","solar","photovoltaic",,50,-100
"Sable Island","Parks Canada","210 kW","diesel","combustion",,50,-100
"Cavendish Farms Wellness Center","Cavendish Farms Wellness Center","200 kW","solar","photovoltaic",,50,-100
"Eagle Lake Micro Hydro Project","Pacific Cascade Hydro Inc","200 kW","hydro","water-storage",,50,-100
"Silversmith","Silversmith Power and Light","200 kW","hydro",,,50,-100
"Dome Road Solar Independent Power","Klondike Development Organization","199 kW","solar","photovoltaic",,50,-100
"Canada Games Complex","Cape Breton University and Tugliq","150 kW","solar","photovoltaic",,50,-100
"Glooscap Community Solar","Glooscap Energy","150 kW","solar","photovoltaic",,50,-100
"Riverton Wind","Municipality of the County of Pictou","150 kW","wind",,,50,-100
"Snare Forks Standby Generator","Northwest Territories Power Corporation","150 kW","diesel","combustion",,50,-100
"Natoaganeg School","Eel Ground First Nation","148 kW","solar","photovoltaic",,50,-100
"IDEA and Design Building","Dalhousie University","125 kW","solar","photovoltaic",,50,-100
"Bedford Institute of Oceanography","NRCan","117 kW","solar","photovoltaic",,50,-100
"Halifax Water Aerotech Waste Water Treatment Plant",,"117 kW","solar","photovoltaic",,50,-100
"Bayside Travel Centre","Paqtnkek Mi’kmaw Nation","115 kW","solar","photovoltaic",,50,-100
"WEICan R&D Park Solar","Wind Energy Institute of Canada","109 kW","solar","photovoltaic",,50,-100
"East Pubnico",,"103 kW","solar","photovoltaic",,50,-100
"Cardigan Consolidated School",,"100 kW","solar","photovoltaic",,50,-100
"Day & Ross","Day & Ross","100 kW","solar","photovoltaic",,50,-100
"Fort Simpson Solar Energy Project","Northwest Territories Power Corporation","100 kW","solar","photovoltaic",,50,-100
"I Deveau Fisheries","I Deveau Fisheries","100 kW","solar","photovoltaic",,50,-100
"Municipality of the County of Colchester","Municipality of the County of Colchester","100 kW","wind","wind_turbine",,50,-100
"Universite Sainte Anne","Universite Sainte Anne","100 kW","wind","wind_turbine",,50,-100
"I Deveau Fisheries","I Deveau Fisheries","97 kW","solar","photovoltaic",,50,-100
"Membertou Sport and Wellness Centre","Membertou First Nation","91 kW","solar","photovoltaic",,50,-100
"Millbrook","Millbrook First Nation","90 kW","solar","photovoltaic",,50,-100
"Halifax WWTF","Halifax Regional Water Commission","88 kW","solar","photovoltaic",,50,-100
"Pictour Landing First Nation School","Pictou Landing First Nation","88 kW","solar",,,50,-100
"Potlotek First Nation Band Office","Potlotek First Nation","85 kW","solar","photovoltaic",,50,-100
"Mackintosh Depot","Halifax Regional Municipality","80 kW","solar","photovoltaic",,50,-100
"Pelee Island Backup Generator","Hydro One","80 kW","diesel","combustion",,50,-100
"Yarmouth 3","Acadia First Nation","80 kW","solar","photovoltaic",,50,-100
"Rockingham United Church","Rockingham United Church","78 kW","solar","photovoltaic",,50,-100
"Paqtnkek Community Hall","Paqtnkek Mi'kmaw Nation","77 kW","solar","photovoltaic",,50,-100
"Centre des pensions du gouvernement du Canada","Government of Canada","75 kW","solar","photovoltaic",,50,-100
"Don Henderson Memorial Sportsplex","Municipality of Colchester","75 kW","solar","photovoltaic",,50,-100
"Rath Eastlink Community Center","Municipality of Colchester","75 kW","solar","photovoltaic",,50,-100
"Seakist","Glooscap First Nation","75 kW","solar","photovoltaic",,50,-100
"Shelburne Campus","Nova Scotia Community College","75 kW","solar","photovoltaic",,50,-100
"Strait Area Campus","Nova Scotia Community College","75 kW","solar","photovoltaic",,50,-100
"Municipality of the County of Kings","Municipality of the County of Kings","72 kW","solar","photovoltaic",,50,-100
"Pictou Landing First Nation Training Centre","Pictou Landing First Nation","72 kW","solar","photovoltaic",,50,-100
"Stewiacke Solar Garden",,"72 kW","solar","photovoltaic",,50,-100
"Webster Farms","Annapolis Valley First Nation","69 kW","solar","photovoltaic",,50,-100
"Dartmouth North Community Centre","Halifax Regional Municipality.","69 kW","solar","photovoltaic",,50,-100
"Heatherton Community Center",,"65 kW","solar","photovoltaic",,50,-100
"Tulita","Tulita Land Corporation","57 kW","solar","photovoltaic",,50,-100
"Sacred Heart School","Sacred Heart School","55 kW","solar","photovoltaic",,50,-100
"Colville Lake Solar Project","Northwest Territories Power Corporation","54 kW","solar","photovoltaic",,50,-100
"Atlantic School of Theology","Atlantic School of Theology","50 kW","solar","photovoltaic",,50,-100
"IDEA Building","Dalhousie University","50 kW","solar","photovoltaic",,50,-100
"Joggins",,"50 kW","wind","wind_turbine",,50,-100
"Le Centre Pombcoup","Municipality of the District of Argyle","50 kW","solar","photovoltaic",,50,-100
"Municipality of the District of Shelburne Turbine","Municipality of the District of Shelburne","50 kW","wind","wind_turbine",,50,-100
"TCRCE Operations","Municipality of the District of Yarmouth","50 kW","solar","photovoltaic",,50,-100
"Valley Region SWRM Authority`","Valley Region SWRM Authority","50 kW","wind","wind_turbine",,50,-100
"Yarmouth County Solid Waste Park","Town of Yarmouth, the Municipality of Yarmouth, and the Municipality of Argyle","50 kW","solar","photovoltaic",,50,-100
"Yarmouth Fire Department","Town of Yarmouth","50 kW","solar","photovoltaic",,50,-100
"Woodlawn United Church","Woodlawn United Church","48 kW","solar","photovoltaic",,50,-100
"Fire Station 62 - Williamswood","Halifax Regional Municipality","47 kW","solar","photovoltaic",,50,-100
"Milford Community Center",,"45 kW","solar","photovoltaic",,50,-100
"Town of Wolfville","Town of Wolfville","45 kW","solar","photovoltaic",,50,-100
"Kinkora Wind","Community of Kinkora","40 kW","wind","wind_turbine",,50,-100
"[unnamed]","Hydro-Québec","40 kW","diesel","combustion",,50,-100
"Ivany Campus","Nova Scotia Community College","39 kW","solar","photovoltaic",,50,-100
"Knox United","Knox United","38 kW","solar","photovoltaic",,50,-100
"Shediac Multipurpose Centre","Town of Shediac","38 kW","solar","photovoltaic",,50,-100
"Sackville Public Library","Halifax Regional Municipality","35 kW","solar","photovoltaic",,50,-100
"The Hall","Parrsboro Band Association","35 kW","solar","photovoltaic",,50,-100
"Orchard PRV Chamber","Halifax Regional Water","34 kW","hydro",,,50,-100
"Dawson City Water Treatment Plant",,"28 kW","solar","photovoltaic",,50,-100
"Fundy Ocean Research Centre for Energy","Fundy Ocean Research Centre for Energy","25 kW","solar","photovoltaic",,50,-100
"West Pubnico Wastewater Treatment Plant","Municipality of the District of Argyle","25 kW","solar","photovoltaic",,50,-100
"Atlantic Division Association Canoe Kayak Canada``","Atlantic Division Association Canoe Kayak Canada``","23 kW","solar","photovoltaic",,50,-100
"Plymouth Community Centre","Plymouth Community Centre","21 kW","solar","photovoltaic",,50,-100
"Atlantic Superstore Highway 7 Turbine","Loblaws","20 kW","wind","wind_turbine",,50,-100
"Physical Science Complex","St. Francis Xavier University","18 kW","solar","photovoltaic",,50,-100
"St George and St Andrew United Church",,"15 kW","solar","photovoltaic",,50,-100
"Kingston Lions Club","Kingston Lions Club","15 kW","solar","photovoltaic",,50,-100
"Waycobah First Nation Band Council","Waycobah First Nation","15 kW","solar","photovoltaic",,50,-100
"Fire Station 3","Halifax Regional Municipality","12 kW","solar","photovoltaic",,50,-100
"Alderney Gate Public Library","Halifax Regional Municipality","12 kW","solar","photovoltaic",,50,-100
"Northbrook Police Training Facility","Halifax Regional Municipality.","12 kW","solar","photovoltaic",,50,-100
"The Hospice Society of Greater Halifax","The Hospice Society of Greater Halifax","12 kW","solar","photovoltaic",,50,-100
"Bloomfield Centre","St. Francis Xavier University","10 kW","solar","photovoltaic",,50,-100
"The Academy","Clean Annapolis River Project","10 kW","solar","photovoltaic",,50,-100
"Fort Needham Memorial Park Washroom","Halifax Regional Municipality","9 kW","solar","photovoltaic",,50,-100
"Sir Sanford Fleming Park Canteen","Halifax Regional Municipality","9 kW","solar","photovoltaic",,50,-100
"Village of Canning",,"6 kW","solar","photovoltaic",,50,-100
"Chocolate Lake Beach Washroom","Halifax Regional Municipality","4 kW","solar","photovoltaic",,50,-100
"North Commons Public Washroom","Halifax Regional Municipality","3 kW","solar","photovoltaic",,50,-100
"Shepard Solar Park","City of Calgray","1 kW","solar","photovoltaic",,50,-100
"Alain-Lemaire Solar Park","RSP Energie Inc","","solar","thermal",,50,-100
"Alberta Pacific Forest Industries",,"","biomass",,,50,-100
"Alexandra District Energy Utility","Lulu Island Energy Company","","gas;geothermal","combustion;geothermal",,50,-100
"Almonte Electric Plant","Mississippi River Power Corp","","hydro","run-of-the-river",,50,-100
"Aurora Mine Power Plant",,"","gas","combustion",,50,-100
"Awasis Solar Project",,"","solar","photovoltaic",,50,-100
"Bala Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,50,-100
"Bear Creek Cogeneration Power Plant",,"","gas;biomass","combustion",,50,-100
"Big Beaver Falls Generating Station",,"","hydro","run-of-the-river",,50,-100
"Boat Bluff",,"","diesel","combustion",,50,-100
"Bracebridge Falls Generating Station","Bracebridge Generating Ltd","","hydro","run-of-the-river",,50,-100
"Brandon Manitoba Gas Power Plant",,"","gas","combustion",,50,-100
"Burnaby Mountain District Energy Utility","Corix Multi-Utility Services Inc","","biomass","combustion",,50,-100
"Calstock Power Plant",,"","biomass",,,50,-100
"Camp Hill Power Plant",,"","","combustion",,50,-100
"Camp Three Rapids Generating Station",,"","hydro","run-of-the-river",,50,-100
"Campbellford Generating Station","Peterborough Utilities","","hydro",,,50,-100
"Cardinal Power Plant",,"","gas","combustion",,50,-100
"Carson Creek Power Generation",,"","gas","combustion",,50,-100
"Central Utilities Plant","University of Guelph","","gas","combustion",,50,-100
"Centrale Dufferin","Boralex","","hydro","water-storage",,50,-100
"Centrale Fraser","Génération Hydro","","hydro",,,50,-100
"Centrale de Rivière-Du-Loup",,"","hydro",,,50,-100
"Centrale des Rapides-Farmer","Hydro-Québec","","hydro","run-of-the-river",Q2944516,45.5,-75.76
"Centrale thermique",,"","diesel","combustion",,50,-100
"Centrale thermique",,"","gas","thermal",,50,-100
"Centrale thermique de Cap-aux-Meules","Hydro-Québec","","diesel","combustion",,50,-100
"Charlottetown Thermal Generating Station",,"","",,,50,-100
"Chickwat Creek","Renewable Power Corp","","hydro","run-of-the-river",,50,-100
"Christina Lake Cenovus Power Station",,"","gas","combustion",,50,-100
"Christina Lake MEG Power Plant",,"","gas","combustion",,50,-100
"City of Surrey District Energy Boiler Plant","Fir District Heating;All-Pro Services","","gas","combustion",,50,-100
"ConocoPhillips Gas Plant",,"","gas","combustion",,50,-100
"Creative Energy Beatty Steam Plant","Creative Energy","","gas","combustion",Q5061158,50,-100
"Enerdu","Enerdu Power Systems","","hydro","run-of-the-river",,50,-100
"False Creek Energy Centre","City of Vancouver","","wastewater;gas","combustion",,50,-100
"Former Lake Superior Power Plant",,"","gas","combustion",,50,-100
"Foster Creek Power Plant",,"","gas","combustion",,50,-100
"Grand Lake Generating Station","NB Power","","coal",,,50,-100
"Great Northern Timber",,"","biomass","combustion",,50,-100
"Green Electron Power Plant",,"","",,,50,-100
"Hanna Chute Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,50,-100
"High Falls Generating Station",,"","hydro","run-of-the-river",,50,-100
"High Falls Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,50,-100
"Hilly Acres Farm","Hilly Acres Farm","","solar","photovoltaic",,50,-100
"Horizon Oil Sands Power Plant",,"","gas","combustion",,50,-100
"Hydro","Manitoba Hydro","","hydro",,,50,-100
"Incinérateur de Québec",,"","waste","combustion",,50,-100
"Intercontinental Pulp Mill Biomass Power Station",,"","biomass",,,50,-100
"Irondale Generating Station",,"","hydro","run-of-the-river",,50,-100
"Iroquois Falls NPI Power Plant",,"","gas","combustion",,50,-100
"Kirkland Lake baseload plant",,"","gas","combustion",,50,-100
"Manitoba Hydro","Manitoba Hydro","","",,,50,-100
"Matthias Generating Station","Orillia Power Generation","","hydro",,,50,-100
"Muskeg River Cogeneration",,"","gas","combustion",,50,-100
"Nabiye Power Plant",,"","gas","combustion",,50,-100
"PEI Energy Systems District Heating Plant","Enwave","","waste","combustion",,50,-100
"PEI Energy Systems District Heating Plant","Enwave","","waste","combustion",,50,-100
"Poplar Creek Power Plant",,"","gas","combustion",,50,-100
"Poplar Hills",,"","",,,50,-100
"Port Mellon Howe Sound Green Energy Power Station",,"","biomass",,,50,-100
"Primrose South Power Plant",,"","",,,50,-100
"Queen Elizabeth Power Plant","Saskpower","","gas",,,50,-100
"Ragged Chutes Hydropneumatic Power Plant",,"","hydropneumatic","run-of-the-river",Q1389278,50,-100
"Ragged Rapids Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,50,-100
"Rainbow Lake Power Plant",,"","gas","combustion",,50,-100
"Renfrew Power Generation",,"","hydro","run-of-the-river",,50,-100
"Sackville Landfill Methene Recovery","Highland Energy","","biogas","combustion",,50,-100
"Scotford Cogeneration Power Plant",,"","gas","combustion",,50,-100
"Scott’s Dam","Algonquin Power","","hydro","water-storage",,50,-100
"South Power House",,"","",,,50,-100
"South River Hydroelectric Generating Station",,"","hydro",,,50,-100
"St Clair Energy Centre",,"","gas","combustion",Q7592811,42.896389,-82.398333
"Steam Plant",,"","","combustion",,50,-100
"Storage Inn",,"","solar","photovoltaic",,50,-100
"The Bioenergy Plant","University of Northern British Columbia","","biomass","gasification",,50,-100
"Thorold Power Plant",,"","gas","combustion",,50,-100
"Thunderbird Photovoltaic",,"","solar","photovoltaic",,50,-100
"Trethewey Falls Generating Station","Ontario Power Generation","","hydro","run-of-the-river",,50,-100
"Tunis Power Plant","Atlantic Power","","gas","combustion",,50,-100
"Tweed Mill Dam",,"","hydro","run-of-the-river",,50,-100
"Vancouver General Hospital Energy Centre",,"","gas;waste_heat","combustion;heat_recovery",,50,-100
"Victoria Junction Combustion Turbines",,"","",,,50,-100
"Wasdell Falls Generating station","Lakeland Generation Inc","","hydro","run-of-the-river",,50,-100
"West Village Energy Centre","City of Surrey","","gas","combustion",,50,-100
"White River Power Generation",,"","hydro",,,50,-100
"White River Power Generation",,"","",,,50,-100
"York Energy Centre",,"","gas","combustion",Q8055444,44.075611,-79.531694
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]","River District Energy","","gas","combustion",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]","Robert G. Lake Generating Station","","hydro","run-of-the-river",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro","run-of-the-river",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]","Ontario Power Generation","","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","gas","combustion",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]","Malibu Club Young Life Camp","","hydro","run-of-the-river",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","gas","combustion",,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","gas","combustion",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","hydro","run-of-the-river",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]","Ontario Power Generation","","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","",,,50,-100
"[unnamed]",,"","solar",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","hydro",,,50,-100
"[unnamed]",,"","solar","photovoltaic",,50,-100
"[unnamed]","River District Energy","","gas","combustion",,50,-100